FIPS,State,"County, State",2018 Food Insecurity Rate
46019,SD,"Butte County, South Dakota",11.3%
46021,SD,"Campbell County, South Dakota",7.9%
46023,SD,"Charles Mix County, South Dakota",13.4%
46025,SD,"Clark County, South Dakota",10.9%
46027,SD,"Clay County, South Dakota",12.3%
46029,SD,"Codington County, South Dakota",10.6%
46031,SD,"Corson County, South Dakota",21.3%
46033,SD,"Custer County, South Dakota",11.1%
46035,SD,"Davison County, South Dakota",11.2%
46037,SD,"Day County, South Dakota",12.5%
46039,SD,"Deuel County, South Dakota",9.8%
46041,SD,"Dewey County, South Dakota",19.0%
46043,SD,"Douglas County, South Dakota",8.7%
46045,SD,"Edmunds County, South Dakota",7.0%
46047,SD,"Fall River County, South Dakota",12.4%
46049,SD,"Faulk County, South Dakota",10.4%
46051,SD,"Grant County, South Dakota",8.4%
46053,SD,"Gregory County, South Dakota",11.3%
46055,SD,"Haakon County, South Dakota",11.0%
46057,SD,"Hamlin County, South Dakota",7.3%
46059,SD,"Hand County, South Dakota",9.5%
46061,SD,"Hanson County, South Dakota",8.6%
46063,SD,"Harding County, South Dakota",8.0%
46065,SD,"Hughes County, South Dakota",9.9%
46067,SD,"Hutchinson County, South Dakota",9.8%
46069,SD,"Hyde County, South Dakota",10.0%
46071,SD,"Jackson County, South Dakota",22.5%
46073,SD,"Jerauld County, South Dakota",9.2%
46075,SD,"Jones County, South Dakota",9.0%
46077,SD,"Kingsbury County, South Dakota",8.8%
46079,SD,"Lake County, South Dakota",9.9%
46081,SD,"Lawrence County, South Dakota",10.7%
46083,SD,"Lincoln County, South Dakota",5.8%
46085,SD,"Lyman County, South Dakota",13.4%
46087,SD,"McCook County, South Dakota",8.7%
46089,SD,"McPherson County, South Dakota",12.7%
46091,SD,"Marshall County, South Dakota",8.9%
46093,SD,"Meade County, South Dakota",8.8%
46095,SD,"Mellette County, South Dakota",22.3%
46097,SD,"Miner County, South Dakota",8.8%
46099,SD,"Minnehaha County, South Dakota",9.5%
46101,SD,"Moody County, South Dakota",10.7%
46102,SD,"Oglala Lakota County, South Dakota",26.9%
46103,SD,"Pennington County, South Dakota",10.8%
46105,SD,"Perkins County, South Dakota",10.3%
46107,SD,"Potter County, South Dakota",8.5%
46109,SD,"Roberts County, South Dakota",12.8%
46111,SD,"Sanborn County, South Dakota",9.6%
46115,SD,"Spink County, South Dakota",9.6%
46117,SD,"Stanley County, South Dakota",6.4%
46119,SD,"Sully County, South Dakota",6.6%
46121,SD,"Todd County, South Dakota",25.9%
46123,SD,"Tripp County, South Dakota",11.8%
46125,SD,"Turner County, South Dakota",9.6%
46127,SD,"Union County, South Dakota",8.3%
46129,SD,"Walworth County, South Dakota",10.9%
46135,SD,"Yankton County, South Dakota",10.9%
46137,SD,"Ziebach County, South Dakota",20.6%
47001,TN,"Anderson County, Tennessee",13.9%
47003,TN,"Bedford County, Tennessee",12.9%
47005,TN,"Benton County, Tennessee",17.5%
47007,TN,"Bledsoe County, Tennessee",17.7%
47009,TN,"Blount County, Tennessee",10.9%
47011,TN,"Bradley County, Tennessee",13.6%
47013,TN,"Campbell County, Tennessee",16.9%
47015,TN,"Cannon County, Tennessee",13.2%
47017,TN,"Carroll County, Tennessee",16.2%
47019,TN,"Carter County, Tennessee",16.9%
47021,TN,"Cheatham County, Tennessee",10.3%
47023,TN,"Chester County, Tennessee",13.5%
47025,TN,"Claiborne County, Tennessee",16.9%
47027,TN,"Clay County, Tennessee",17.6%
47029,TN,"Cocke County, Tennessee",18.0%
47031,TN,"Coffee County, Tennessee",13.0%
47033,TN,"Crockett County, Tennessee",14.8%
47035,TN,"Cumberland County, Tennessee",14.3%
47037,TN,"Davidson County, Tennessee",12.4%
47039,TN,"Decatur County, Tennessee",15.2%
47041,TN,"DeKalb County, Tennessee",13.9%
47043,TN,"Dickson County, Tennessee",12.1%
47045,TN,"Dyer County, Tennessee",15.7%
47047,TN,"Fayette County, Tennessee",12.2%
47049,TN,"Fentress County, Tennessee",16.7%
47051,TN,"Franklin County, Tennessee",13.2%
47053,TN,"Gibson County, Tennessee",14.7%
47055,TN,"Giles County, Tennessee",13.2%
47057,TN,"Grainger County, Tennessee",15.0%
47059,TN,"Greene County, Tennessee",15.3%
47061,TN,"Grundy County, Tennessee",17.6%
47063,TN,"Hamblen County, Tennessee",14.5%
47065,TN,"Hamilton County, Tennessee",12.2%
47067,TN,"Hancock County, Tennessee",18.7%
47069,TN,"Hardeman County, Tennessee",16.4%
47071,TN,"Hardin County, Tennessee",15.1%
47073,TN,"Hawkins County, Tennessee",15.5%
47075,TN,"Haywood County, Tennessee",16.5%
47077,TN,"Henderson County, Tennessee",15.3%
47079,TN,"Henry County, Tennessee",15.4%
47081,TN,"Hickman County, Tennessee",14.0%
47083,TN,"Houston County, Tennessee",15.1%
47085,TN,"Humphreys County, Tennessee",15.2%
47087,TN,"Jackson County, Tennessee",16.3%
47089,TN,"Jefferson County, Tennessee",13.2%
47091,TN,"Johnson County, Tennessee",16.4%
47093,TN,"Knox County, Tennessee",11.7%
47095,TN,"Lake County, Tennessee",19.9%
47097,TN,"Lauderdale County, Tennessee",18.6%
47099,TN,"Lawrence County, Tennessee",14.7%
47101,TN,"Lewis County, Tennessee",15.2%
47103,TN,"Lincoln County, Tennessee",13.4%
47105,TN,"Loudon County, Tennessee",10.8%
47107,TN,"McMinn County, Tennessee",14.9%
47109,TN,"McNairy County, Tennessee",16.1%
47111,TN,"Macon County, Tennessee",14.1%
47113,TN,"Madison County, Tennessee",14.5%
47115,TN,"Marion County, Tennessee",15.2%
47117,TN,"Marshall County, Tennessee",12.6%
47119,TN,"Maury County, Tennessee",11.4%
47121,TN,"Meigs County, Tennessee",14.1%
47123,TN,"Monroe County, Tennessee",14.6%
47125,TN,"Montgomery County, Tennessee",12.5%
47127,TN,"Moore County, Tennessee",9.7%
47129,TN,"Morgan County, Tennessee",16.3%
47131,TN,"Obion County, Tennessee",17.0%
47133,TN,"Overton County, Tennessee",13.2%
47135,TN,"Perry County, Tennessee",17.7%
47137,TN,"Pickett County, Tennessee",14.1%
47139,TN,"Polk County, Tennessee",13.9%
47141,TN,"Putnam County, Tennessee",13.3%
47143,TN,"Rhea County, Tennessee",16.5%
47145,TN,"Roane County, Tennessee",13.7%
47147,TN,"Robertson County, Tennessee",10.6%
47149,TN,"Rutherford County, Tennessee",9.9%
47151,TN,"Scott County, Tennessee",17.7%
47153,TN,"Sequatchie County, Tennessee",14.7%
47155,TN,"Sevier County, Tennessee",13.1%
47157,TN,"Shelby County, Tennessee",15.0%
47159,TN,"Smith County, Tennessee",12.6%
47161,TN,"Stewart County, Tennessee",14.9%
47163,TN,"Sullivan County, Tennessee",14.3%
47165,TN,"Sumner County, Tennessee",10.0%
47167,TN,"Tipton County, Tennessee",12.9%
47169,TN,"Trousdale County, Tennessee",13.5%
47171,TN,"Unicoi County, Tennessee",16.6%
47173,TN,"Union County, Tennessee",15.5%
47175,TN,"Van Buren County, Tennessee",16.1%
47177,TN,"Warren County, Tennessee",16.1%
47179,TN,"Washington County, Tennessee",13.3%
47181,TN,"Wayne County, Tennessee",15.3%
47183,TN,"Weakley County, Tennessee",14.7%
47185,TN,"White County, Tennessee",13.8%
47187,TN,"Williamson County, Tennessee",5.8%
47189,TN,"Wilson County, Tennessee",9.1%
48001,TX,"Anderson County, Texas",15.2%
48003,TX,"Andrews County, Texas",10.1%
48005,TX,"Angelina County, Texas",17.9%
48007,TX,"Aransas County, Texas",18.4%
48009,TX,"Archer County, Texas",13.2%
48011,TX,"Armstrong County, Texas",12.1%
48013,TX,"Atascosa County, Texas",12.6%
48015,TX,"Austin County, Texas",13.1%
48017,TX,"Bailey County, Texas",13.0%
48019,TX,"Bandera County, Texas",15.6%
48021,TX,"Bastrop County, Texas",12.4%
48023,TX,"Baylor County, Texas",16.1%
48025,TX,"Bee County, Texas",17.2%
48027,TX,"Bell County, Texas",16.2%
48029,TX,"Bexar County, Texas",14.1%
48031,TX,"Blanco County, Texas",13.1%
48033,TX,"Borden County, Texas",13.3%
48035,TX,"Bosque County, Texas",15.6%
48037,TX,"Bowie County, Texas",17.5%
48039,TX,"Brazoria County, Texas",12.3%
48041,TX,"Brazos County, Texas",15.1%
48043,TX,"Brewster County, Texas",15.2%
48045,TX,"Briscoe County, Texas",14.3%
48047,TX,"Brooks County, Texas",21.6%
48049,TX,"Brown County, Texas",14.8%
48051,TX,"Burleson County, Texas",14.2%
48053,TX,"Burnet County, Texas",14.0%
48055,TX,"Caldwell County, Texas",14.6%
48057,TX,"Calhoun County, Texas",14.5%
48059,TX,"Callahan County, Texas",15.5%
48061,TX,"Cameron County, Texas",17.8%
48063,TX,"Camp County, Texas",17.5%
48065,TX,"Carson County, Texas",11.2%
48067,TX,"Cass County, Texas",18.8%
48069,TX,"Castro County, Texas",12.9%
48071,TX,"Chambers County, Texas",13.9%
48073,TX,"Cherokee County, Texas",16.1%
48075,TX,"Childress County, Texas",15.7%
48077,TX,"Clay County, Texas",15.4%
48079,TX,"Cochran County, Texas",16.5%
48081,TX,"Coke County, Texas",15.8%
48083,TX,"Coleman County, Texas",17.0%
48085,TX,"Collin County, Texas",11.1%
48087,TX,"Collingsworth County, Texas",14.5%
48089,TX,"Colorado County, Texas",13.0%
48091,TX,"Comal County, Texas",12.2%
48093,TX,"Comanche County, Texas",15.8%
48095,TX,"Concho County, Texas",10.3%
48097,TX,"Cooke County, Texas",14.8%
48099,TX,"Coryell County, Texas",16.6%
48101,TX,"Cottle County, Texas",21.8%
48103,TX,"Crane County, Texas",8.6%
48105,TX,"Crockett County, Texas",13.2%
48107,TX,"Crosby County, Texas",16.8%
48109,TX,"Culberson County, Texas",19.3%
48111,TX,"Dallam County, Texas",13.0%
48113,TX,"Dallas County, Texas",15.1%
48115,TX,"Dawson County, Texas",17.1%
48117,TX,"Deaf Smith County, Texas",12.8%
48119,TX,"Delta County, Texas",19.2%
48121,TX,"Denton County, Texas",11.5%
48123,TX,"DeWitt County, Texas",15.0%
48125,TX,"Dickens County, Texas",17.3%
48127,TX,"Dimmit County, Texas",18.3%
48129,TX,"Donley County, Texas",15.4%
48131,TX,"Duval County, Texas",19.0%
48133,TX,"Eastland County, Texas",18.4%
48135,TX,"Ector County, Texas",11.7%
48137,TX,"Edwards County, Texas",12.8%
48139,TX,"Ellis County, Texas",12.3%
48141,TX,"El Paso County, Texas",15.0%
48143,TX,"Erath County, Texas",14.7%
48145,TX,"Falls County, Texas",19.6%
48147,TX,"Fannin County, Texas",14.9%
48149,TX,"Fayette County, Texas",13.4%
48151,TX,"Fisher County, Texas",15.7%
48153,TX,"Floyd County, Texas",15.1%
48155,TX,"Foard County, Texas",13.3%
48157,TX,"Fort Bend County, Texas",11.0%
48159,TX,"Franklin County, Texas",14.4%
48161,TX,"Freestone County, Texas",18.3%
48163,TX,"Frio County, Texas",14.3%
48165,TX,"Gaines County, Texas",12.5%
48167,TX,"Galveston County, Texas",15.0%
48169,TX,"Garza County, Texas",14.5%
48171,TX,"Gillespie County, Texas",13.1%
48173,TX,"Glasscock County, Texas",9.9%
48175,TX,"Goliad County, Texas",14.9%
48177,TX,"Gonzales County, Texas",14.5%
48179,TX,"Gray County, Texas",15.7%
48181,TX,"Grayson County, Texas",15.7%
48183,TX,"Gregg County, Texas",17.2%
48185,TX,"Grimes County, Texas",16.3%
48187,TX,"Guadalupe County, Texas",11.6%
48189,TX,"Hale County, Texas",14.9%
48191,TX,"Hall County, Texas",19.3%
48193,TX,"Hamilton County, Texas",16.8%
48195,TX,"Hansford County, Texas",13.9%
48197,TX,"Hardeman County, Texas",16.2%
48199,TX,"Hardin County, Texas",15.6%
48201,TX,"Harris County, Texas",14.8%
48203,TX,"Harrison County, Texas",15.8%
48205,TX,"Hartley County, Texas",11.7%
48207,TX,"Haskell County, Texas",18.2%
48209,TX,"Hays County, Texas",12.1%
48211,TX,"Hemphill County, Texas",13.5%
48213,TX,"Henderson County, Texas",16.6%
48215,TX,"Hidalgo County, Texas",18.2%
48217,TX,"Hill County, Texas",16.2%
48219,TX,"Hockley County, Texas",14.2%
48221,TX,"Hood County, Texas",13.6%
48223,TX,"Hopkins County, Texas",16.4%
48225,TX,"Houston County, Texas",20.0%
48227,TX,"Howard County, Texas",15.2%
48229,TX,"Hudspeth County, Texas",19.2%
48231,TX,"Hunt County, Texas",16.6%
48233,TX,"Hutchinson County, Texas",16.1%
48235,TX,"Irion County, Texas",13.9%
48237,TX,"Jack County, Texas",14.7%
48239,TX,"Jackson County, Texas",15.1%
48241,TX,"Jasper County, Texas",18.4%
48243,TX,"Jeff Davis County, Texas",11.7%
48245,TX,"Jefferson County, Texas",18.5%
48247,TX,"Jim Hogg County, Texas",18.7%
48249,TX,"Jim Wells County, Texas",16.2%
48251,TX,"Johnson County, Texas",12.8%
48253,TX,"Jones County, Texas",16.9%
48255,TX,"Karnes County, Texas",14.3%
48257,TX,"Kaufman County, Texas",13.8%
48259,TX,"Kendall County, Texas",11.2%
48261,TX,"Kenedy County, Texas",14.3%
48263,TX,"Kent County, Texas",17.4%
48265,TX,"Kerr County, Texas",15.1%
48267,TX,"Kimble County, Texas",18.0%
48269,TX,"King County, Texas",14.7%
48271,TX,"Kinney County, Texas",16.9%
48273,TX,"Kleberg County, Texas",17.1%
48275,TX,"Knox County, Texas",15.3%
48277,TX,"Lamar County, Texas",18.1%
48279,TX,"Lamb County, Texas",16.9%
48281,TX,"Lampasas County, Texas",14.8%
48283,TX,"La Salle County, Texas",12.0%
48285,TX,"Lavaca County, Texas",14.5%
48287,TX,"Lee County, Texas",14.1%
48289,TX,"Leon County, Texas",17.1%
48291,TX,"Liberty County, Texas",16.7%
48293,TX,"Limestone County, Texas",17.7%
48295,TX,"Lipscomb County, Texas",13.1%
48297,TX,"Live Oak County, Texas",15.2%
48299,TX,"Llano County, Texas",16.6%
48301,TX,"Loving County, Texas",18.8%
48303,TX,"Lubbock County, Texas",15.3%
48305,TX,"Lynn County, Texas",16.4%
48307,TX,"McCulloch County, Texas",16.1%
48309,TX,"McLennan County, Texas",16.1%
48311,TX,"McMullen County, Texas",13.3%
48313,TX,"Madison County, Texas",15.6%
48315,TX,"Marion County, Texas",19.5%
48317,TX,"Martin County, Texas",10.3%
48319,TX,"Mason County, Texas",15.2%
48321,TX,"Matagorda County, Texas",18.0%
48323,TX,"Maverick County, Texas",18.1%
48325,TX,"Medina County, Texas",12.2%
48327,TX,"Menard County, Texas",15.7%
48329,TX,"Midland County, Texas",10.5%
48331,TX,"Milam County, Texas",16.9%
48333,TX,"Mills County, Texas",17.4%
48335,TX,"Mitchell County, Texas",13.2%
48337,TX,"Montague County, Texas",16.4%
48339,TX,"Montgomery County, Texas",12.5%
48341,TX,"Moore County, Texas",12.6%
48343,TX,"Morris County, Texas",18.7%
48345,TX,"Motley County, Texas",15.1%
48347,TX,"Nacogdoches County, Texas",19.0%
48349,TX,"Navarro County, Texas",16.7%
48351,TX,"Newton County, Texas",20.0%
48353,TX,"Nolan County, Texas",15.7%
48355,TX,"Nueces County, Texas",14.6%
48357,TX,"Ochiltree County, Texas",11.6%
48359,TX,"Oldham County, Texas",13.5%
48361,TX,"Orange County, Texas",16.8%
48363,TX,"Palo Pinto County, Texas",16.8%
48365,TX,"Panola County, Texas",16.8%
48367,TX,"Parker County, Texas",12.4%
48369,TX,"Parmer County, Texas",12.5%
48371,TX,"Pecos County, Texas",11.8%
48373,TX,"Polk County, Texas",18.2%
48375,TX,"Potter County, Texas",15.9%
48377,TX,"Presidio County, Texas",21.8%
48379,TX,"Rains County, Texas",15.2%
48381,TX,"Randall County, Texas",11.9%
48383,TX,"Reagan County, Texas",11.0%
48385,TX,"Real County, Texas",19.9%
48387,TX,"Red River County, Texas",18.8%
48389,TX,"Reeves County, Texas",10.1%
48391,TX,"Refugio County, Texas",17.5%
48393,TX,"Roberts County, Texas",14.1%
48395,TX,"Robertson County, Texas",14.7%
48397,TX,"Rockwall County, Texas",10.3%
48399,TX,"Runnels County, Texas",14.2%
48401,TX,"Rusk County, Texas",15.3%
48403,TX,"Sabine County, Texas",21.4%
48405,TX,"San Augustine County, Texas",22.2%
48407,TX,"San Jacinto County, Texas",17.5%
48409,TX,"San Patricio County, Texas",15.5%
48411,TX,"San Saba County, Texas",15.3%
48413,TX,"Schleicher County, Texas",11.8%
48415,TX,"Scurry County, Texas",13.4%
48417,TX,"Shackelford County, Texas",15.1%
48419,TX,"Shelby County, Texas",19.1%
48421,TX,"Sherman County, Texas",13.9%
48423,TX,"Smith County, Texas",15.7%
48425,TX,"Somervell County, Texas",17.7%
48427,TX,"Starr County, Texas",21.5%
48429,TX,"Stephens County, Texas",17.7%
48431,TX,"Sterling County, Texas",10.0%
48433,TX,"Stonewall County, Texas",15.7%
48435,TX,"Sutton County, Texas",10.7%
48437,TX,"Swisher County, Texas",17.0%
48439,TX,"Tarrant County, Texas",13.9%
48441,TX,"Taylor County, Texas",15.8%
48443,TX,"Terrell County, Texas",13.0%
48445,TX,"Terry County, Texas",15.0%
48447,TX,"Throckmorton County, Texas",16.5%
48449,TX,"Titus County, Texas",16.5%
48451,TX,"Tom Green County, Texas",14.0%
48453,TX,"Travis County, Texas",12.9%
48455,TX,"Trinity County, Texas",19.3%
48457,TX,"Tyler County, Texas",19.0%
48459,TX,"Upshur County, Texas",15.9%
48461,TX,"Upton County, Texas",13.3%
48463,TX,"Uvalde County, Texas",13.7%
48465,TX,"Val Verde County, Texas",14.8%
48467,TX,"Van Zandt County, Texas",16.0%
48469,TX,"Victoria County, Texas",14.5%
48471,TX,"Walker County, Texas",16.1%
48473,TX,"Waller County, Texas",14.9%
48475,TX,"Ward County, Texas",11.9%
48477,TX,"Washington County, Texas",15.4%
48479,TX,"Webb County, Texas",16.1%
48481,TX,"Wharton County, Texas",15.2%
48483,TX,"Wheeler County, Texas",16.3%
48485,TX,"Wichita County, Texas",17.2%
48487,TX,"Wilbarger County, Texas",18.5%
48489,TX,"Willacy County, Texas",21.0%
48491,TX,"Williamson County, Texas",11.2%
48493,TX,"Wilson County, Texas",11.4%
48495,TX,"Winkler County, Texas",12.0%
48497,TX,"Wise County, Texas",14.6%
48499,TX,"Wood County, Texas",16.8%
48501,TX,"Yoakum County, Texas",9.3%
48503,TX,"Young County, Texas",14.0%
48505,TX,"Zapata County, Texas",20.8%
48507,TX,"Zavala County, Texas",22.5%
49001,UT,"Beaver County, Utah",11.4%
49003,UT,"Box Elder County, Utah",11.6%
49005,UT,"Cache County, Utah",11.9%
49007,UT,"Carbon County, Utah",14.8%
49009,UT,"Daggett County, Utah",9.3%
49011,UT,"Davis County, Utah",9.5%
49013,UT,"Duchesne County, Utah",13.6%
49015,UT,"Emery County, Utah",14.1%
49017,UT,"Garfield County, Utah",17.0%
49019,UT,"Grand County, Utah",13.1%
49021,UT,"Iron County, Utah",14.6%
49023,UT,"Juab County, Utah",11.8%
49025,UT,"Kane County, Utah",13.3%
49027,UT,"Millard County, Utah",11.9%
49029,UT,"Morgan County, Utah",7.8%
49031,UT,"Piute County, Utah",17.7%
49033,UT,"Rich County, Utah",13.5%
49035,UT,"Salt Lake County, Utah",10.9%
49037,UT,"San Juan County, Utah",19.2%
49039,UT,"Sanpete County, Utah",13.4%
49041,UT,"Sevier County, Utah",13.3%
49043,UT,"Summit County, Utah",8.6%
49045,UT,"Tooele County, Utah",10.3%
49047,UT,"Uintah County, Utah",12.8%
49049,UT,"Utah County, Utah",10.6%
49051,UT,"Wasatch County, Utah",10.0%
49053,UT,"Washington County, Utah",12.9%
49055,UT,"Wayne County, Utah",13.4%
49057,UT,"Weber County, Utah",11.8%
50001,VT,"Addison County, Vermont",9.5%
50003,VT,"Bennington County, Vermont",11.6%
50005,VT,"Caledonia County, Vermont",12.1%
50007,VT,"Chittenden County, Vermont",9.7%
50009,VT,"Essex County, Vermont",13.0%
50011,VT,"Franklin County, Vermont",9.1%
50013,VT,"Grand Isle County, Vermont",8.4%
50015,VT,"Lamoille County, Vermont",11.1%
50017,VT,"Orange County, Vermont",10.6%
50019,VT,"Orleans County, Vermont",12.8%
50021,VT,"Rutland County, Vermont",11.0%
50023,VT,"Washington County, Vermont",10.5%
50025,VT,"Windham County, Vermont",12.2%
50027,VT,"Windsor County, Vermont",10.4%
51001,VA,"Accomack County, Virginia",12.7%
51003,VA,"Albemarle County, Virginia",8.4%
51005,VA,"Alleghany County, Virginia",13.7%
51007,VA,"Amelia County, Virginia",10.1%
51009,VA,"Amherst County, Virginia",10.8%
51011,VA,"Appomattox County, Virginia",11.3%
51013,VA,"Arlington County, Virginia",6.7%
51015,VA,"Augusta County, Virginia",8.5%
51017,VA,"Bath County, Virginia",10.2%
51019,VA,"Bedford County, Virginia",8.8%
51021,VA,"Bland County, Virginia",9.7%
51023,VA,"Botetourt County, Virginia",8.0%
51025,VA,"Brunswick County, Virginia",15.9%
51027,VA,"Buchanan County, Virginia",18.4%
51029,VA,"Buckingham County, Virginia",13.3%
51031,VA,"Campbell County, Virginia",10.5%
51033,VA,"Caroline County, Virginia",8.4%
51035,VA,"Carroll County, Virginia",11.8%
51036,VA,"Charles City County, Virginia",11.3%
51037,VA,"Charlotte County, Virginia",16.2%
51041,VA,"Chesterfield County, Virginia",7.3%
51043,VA,"Clarke County, Virginia",8.3%
51045,VA,"Craig County, Virginia",10.2%
51047,VA,"Culpeper County, Virginia",7.8%
51049,VA,"Cumberland County, Virginia",13.5%
51051,VA,"Dickenson County, Virginia",17.2%
51053,VA,"Dinwiddie County, Virginia",11.0%
51057,VA,"Essex County, Virginia",11.6%
51059,VA,"Fairfax County, Virginia",5.4%
51061,VA,"Fauquier County, Virginia",6.2%
51063,VA,"Floyd County, Virginia",9.2%
51065,VA,"Fluvanna County, Virginia",6.6%
51067,VA,"Franklin County, Virginia",11.3%
51069,VA,"Frederick County, Virginia",7.0%
51071,VA,"Giles County, Virginia",10.5%
51073,VA,"Gloucester County, Virginia",9.1%
51075,VA,"Goochland County, Virginia",6.9%
51077,VA,"Grayson County, Virginia",13.5%
51079,VA,"Greene County, Virginia",7.4%
51081,VA,"Greensville County, Virginia",13.3%
51083,VA,"Halifax County, Virginia",12.9%
51085,VA,"Hanover County, Virginia",6.2%
51087,VA,"Henrico County, Virginia",9.3%
51089,VA,"Henry County, Virginia",14.4%
51091,VA,"Highland County, Virginia",10.5%
51093,VA,"Isle of Wight County, Virginia",9.4%
51095,VA,"James City County, Virginia",7.9%
51097,VA,"King and Queen County, Virginia",11.1%
51099,VA,"King George County, Virginia",6.8%
51101,VA,"King William County, Virginia",8.1%
51103,VA,"Lancaster County, Virginia",10.8%
51105,VA,"Lee County, Virginia",17.1%
51107,VA,"Loudoun County, Virginia",3.8%
51109,VA,"Louisa County, Virginia",10.2%
51111,VA,"Lunenburg County, Virginia",13.7%
51113,VA,"Madison County, Virginia",8.6%
51115,VA,"Mathews County, Virginia",9.3%
51117,VA,"Mecklenburg County, Virginia",14.7%
51119,VA,"Middlesex County, Virginia",9.0%
51121,VA,"Montgomery County, Virginia",10.5%
51125,VA,"Nelson County, Virginia",10.0%
51127,VA,"New Kent County, Virginia",5.9%
51131,VA,"Northampton County, Virginia",13.8%
51133,VA,"Northumberland County, Virginia",11.0%
51135,VA,"Nottoway County, Virginia",14.8%
51137,VA,"Orange County, Virginia",9.1%
51139,VA,"Page County, Virginia",13.9%
51141,VA,"Patrick County, Virginia",13.3%
51143,VA,"Pittsylvania County, Virginia",12.3%
51145,VA,"Powhatan County, Virginia",6.2%
51147,VA,"Prince Edward County, Virginia",12.4%
51149,VA,"Prince George County, Virginia",9.8%
51153,VA,"Prince William County, Virginia",5.6%
51155,VA,"Pulaski County, Virginia",11.7%
51157,VA,"Rappahannock County, Virginia",9.2%
51159,VA,"Richmond County, Virginia",10.4%
51161,VA,"Roanoke County, Virginia",7.9%
51163,VA,"Rockbridge County, Virginia",10.2%
51165,VA,"Rockingham County, Virginia",8.4%
51167,VA,"Russell County, Virginia",15.2%
51169,VA,"Scott County, Virginia",14.3%
51171,VA,"Shenandoah County, Virginia",9.7%
51173,VA,"Smyth County, Virginia",15.1%
51175,VA,"Southampton County, Virginia",10.0%
51177,VA,"Spotsylvania County, Virginia",7.5%
51179,VA,"Stafford County, Virginia",5.6%
51181,VA,"Surry County, Virginia",11.4%
51183,VA,"Sussex County, Virginia",14.5%
51185,VA,"Tazewell County, Virginia",13.6%
51187,VA,"Warren County, Virginia",9.1%
51191,VA,"Washington County, Virginia",12.5%
51193,VA,"Westmoreland County, Virginia",10.5%
51195,VA,"Wise County, Virginia",17.3%
51197,VA,"Wythe County, Virginia",12.3%
51199,VA,"York County, Virginia",7.0%
51510,VA,"Alexandria city, Virginia",8.4%
51520,VA,"Bristol city, Virginia",16.6%
51530,VA,"Buena Vista city, Virginia",13.0%
51540,VA,"Charlottesville city, Virginia",11.8%
51550,VA,"Chesapeake city, Virginia",8.5%
51570,VA,"Colonial Heights city, Virginia",11.5%
51580,VA,"Covington city, Virginia",12.7%
51590,VA,"Danville city, Virginia",16.8%
51595,VA,"Emporia city, Virginia",19.0%
51600,VA,"Fairfax city, Virginia",5.4%
51610,VA,"Falls Church city, Virginia",4.5%
51620,VA,"Franklin city, Virginia",14.6%
51630,VA,"Fredericksburg city, Virginia",12.1%
51640,VA,"Galax city, Virginia",16.5%
51650,VA,"Hampton city, Virginia",13.0%
51660,VA,"Harrisonburg city, Virginia",11.6%
51670,VA,"Hopewell city, Virginia",16.2%
51678,VA,"Lexington city, Virginia",13.0%
51680,VA,"Lynchburg city, Virginia",13.8%
51683,VA,"Manassas city, Virginia",6.0%
51685,VA,"Manassas Park city, Virginia",6.8%
51690,VA,"Martinsville city, Virginia",17.3%
51700,VA,"Newport News city, Virginia",13.2%
51710,VA,"Norfolk city, Virginia",13.9%
51720,VA,"Norton city, Virginia",19.0%
51730,VA,"Petersburg city, Virginia",20.0%
51735,VA,"Poquoson city, Virginia",6.2%
51740,VA,"Portsmouth city, Virginia",13.7%
51750,VA,"Radford city, Virginia",13.5%
51760,VA,"Richmond city, Virginia",15.8%
51770,VA,"Roanoke city, Virginia",14.1%
51775,VA,"Salem city, Virginia",9.2%
51790,VA,"Staunton city, Virginia",11.9%
51800,VA,"Suffolk city, Virginia",9.8%
51810,VA,"Virginia Beach city, Virginia",8.2%
51820,VA,"Waynesboro city, Virginia",12.8%
51830,VA,"Williamsburg city, Virginia",11.9%
51840,VA,"Winchester city, Virginia",11.7%
53001,WA,"Adams County, Washington",13.1%
53003,WA,"Asotin County, Washington",13.2%
53005,WA,"Benton County, Washington",11.4%
53007,WA,"Chelan County, Washington",10.7%
53009,WA,"Clallam County, Washington",14.7%
53011,WA,"Clark County, Washington",10.4%
53013,WA,"Columbia County, Washington",14.2%
53015,WA,"Cowlitz County, Washington",14.9%
53017,WA,"Douglas County, Washington",12.1%
53019,WA,"Ferry County, Washington",19.5%
53021,WA,"Franklin County, Washington",10.5%
53023,WA,"Garfield County, Washington",13.3%
53025,WA,"Grant County, Washington",11.6%
53027,WA,"Grays Harbor County, Washington",15.1%
53029,WA,"Island County, Washington",11.2%
53031,WA,"Jefferson County, Washington",13.3%
53033,WA,"King County, Washington",9.5%
53035,WA,"Kitsap County, Washington",11.2%
53037,WA,"Kittitas County, Washington",12.5%
53039,WA,"Klickitat County, Washington",13.9%
53041,WA,"Lewis County, Washington",14.4%
53043,WA,"Lincoln County, Washington",12.8%
53045,WA,"Mason County, Washington",14.1%
53047,WA,"Okanogan County, Washington",15.5%
53049,WA,"Pacific County, Washington",16.6%
53051,WA,"Pend Oreille County, Washington",14.7%
53053,WA,"Pierce County, Washington",11.8%
53055,WA,"San Juan County, Washington",10.5%
53057,WA,"Skagit County, Washington",11.8%
